timestamp,tracker_id,type,message,lat,lng,heading,status
2025-11-11T15:09:04.141Z,TRK-002,location_update,,16.615870,120.317629,34,online
2025-11-11T15:09:09.152Z,TRK-002,location_update,,16.616177,120.316850,292,online
2025-11-11T15:09:14.161Z,TRK-002,location_update,,16.616446,120.316318,298,online
2025-11-11T15:09:19.175Z,TRK-002,location_update,,16.615568,120.316200,187,online
2025-11-11T15:09:24.176Z,TRK-002,location_update,,16.614976,120.316109,188,online
2025-11-11T15:09:29.183Z,TRK-002,location_update,,16.614434,120.316065,184,online
2025-11-11T15:09:34.188Z,TRK-002,location_update,,16.613735,120.315925,191,online
2025-11-11T15:09:39.196Z,TRK-002,location_update,,16.613083,120.315823,189,online
2025-11-11T15:09:44.201Z,TRK-002,location_update,,16.612503,120.315753,187,online
2025-11-11T15:09:49.209Z,TRK-002,location_update,,16.613441,120.315612,352,online
2025-11-11T15:09:54.221Z,TRK-002,location_update,,16.614183,120.315531,354,online
2025-11-11T15:09:59.236Z,TRK-002,location_update,,16.614832,120.315422,351,online
2025-11-11T15:10:04.246Z,TRK-002,location_update,,16.615350,120.315324,350,online
2025-11-11T15:10:09.250Z,TRK-002,location_update,,16.616010,120.315213,351,online
2025-11-11T15:10:14.256Z,TRK-002,location_update,,16.616577,120.315089,348,online
2025-11-11T15:10:19.267Z,TRK-002,location_update,,16.617245,120.315271,15,online
2025-11-11T15:10:24.268Z,TRK-002,location_update,,16.618177,120.315597,19,online
2025-11-11T15:10:29.274Z,TRK-002,location_update,,16.619146,120.315930,18,online
2025-11-11T15:10:34.280Z,TRK-002,location_update,,16.619745,120.316122,17,online
2025-11-11T15:10:39.284Z,TRK-002,location_update,,16.620385,120.316355,19,online
2025-11-11T15:10:44.299Z,TRK-002,location_update,,16.621296,120.316626,16,online
2025-11-11T15:10:49.311Z,TRK-002,location_update,,16.622068,120.316876,17,online
2025-11-11T15:10:54.319Z,TRK-002,location_update,,16.622726,120.317078,16,online
2025-11-11T15:10:59.331Z,TRK-002,location_update,,16.623562,120.317313,15,online
2025-11-11T15:11:04.345Z,TRK-002,location_update,,16.624135,120.317479,16,online
2025-11-11T15:11:09.349Z,TRK-002,location_update,,16.624988,120.317792,19,online
2025-11-11T15:11:14.361Z,TRK-002,location_update,,16.625955,120.318128,18,online
2025-11-11T15:11:19.362Z,TRK-002,location_update,,16.626688,120.318350,16,online
2025-11-11T15:11:24.372Z,TRK-002,location_update,,16.627569,120.318588,15,online
2025-11-11T15:11:29.378Z,TRK-002,location_update,,16.628142,120.318723,13,online
2025-11-11T15:11:34.387Z,TRK-002,location_update,,16.629126,120.319006,15,online
2025-11-11T15:11:39.389Z,TRK-002,location_update,,16.630055,120.319301,17,online
2025-11-11T15:11:44.390Z,TRK-002,location_update,,16.630930,120.319528,14,online
2025-11-11T15:11:49.393Z,TRK-002,location_update,,16.631781,120.319795,17,online
2025-11-11T15:11:54.397Z,TRK-002,location_update,,16.632447,120.319986,15,online
2025-11-11T15:11:59.403Z,TRK-002,location_update,,16.633287,120.320201,14,online
